CALLERTYPE,DATECANCELLED,DATEINVTDONE,DATETIMECLOSED,DATETIMEINIT,DESCRIPTION,NEIGHBORHOOD,PRJCOMPLETEDATE,PROBADDRESS,PROBADDTYPE,PROBCITY,PROBLEMCODE,PROBZIP,REQUESTID,SRX,SRY,STATUS,SUBMITTO,WARD
PHONE,NA,2018-01-18 12:38:18.157,2018-01-18 12:38:18.157,2018-01-05 11:11:11.113,Dead Animal,19,2018-01-09 00:00:00.0,3742 S COMPTON AVE,B,NA,Dead Animal,NA,1050585,895119.819,1003051.585,CLOSED,"REFUSE,",20
PHONE,NA,NA,NA,2018-01-05 11:11:56.407,Leash Law,69,2018-01-25 00:00:00.0,4645 POPE AVE,B,NA,Leash Law,NA,1050586,898236.474,1036658.013,Disptch,"ANIMAL CARE,",21
EMAIL,NA,2018-01-29 15:53:17.0,2018-01-29 15:53:35.417,2018-01-05 11:12:03.96,Vehicle-Rt of Way,22,2018-01-25 00:00:00.0,2860 INDIANA AVE,B,NA,Vehicle-Rt of Way,NA,1050587,899574.625,1007791.236,CLOSED,"TREAS PRKG SVC,",9
PHONE,NA,2018-01-06 13:10:50.1,2018-01-06 13:10:50.1,2018-01-05 11:12:16.54,Cntnr overflow/bulky,15,2018-01-10 00:00:00.0,3723 HARTFORD ST,B,NA,Cntnr overflow/bulky,NA,1050588,892914.407,1008292.42,CLOSED,"REFUSE,",15
NA,NA,2018-01-08 10:00:00.0,2018-01-08 18:55:03.843,2018-01-05 11:14:01.527,Sign needs attention,46,2018-02-16 00:00:00.0,6199 WATERMAN BLVD,B,ST LOUIS,Sign needs attention,0,1050589,877360.611,1025998.219,CLOSED,"TRAFFIC DIVISION, 511",28
ADMIN BUILDING,NA,2018-02-27 11:21:58.85,2018-02-27 11:21:58.85,2018-01-05 11:14:14.627,A/C REPAIRS,NA,2018-01-12 00:00:00.0,1114 MARKET,B,ST. LOUIS,A/C REPAIRS,63101,1050590,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-08 12:11:44.0,2018-01-30 07:11:55.54,2018-01-05 11:16:12.087,"Street, alley, or sidewalk cave-in",69,2018-01-10 00:00:00.0,4539 CARRIE AVE,B,NA,Cave-Ins,NA,1050591,897445.967,1036600.567,CLOSED,"STREET DEPT, 510",21
PHONE,NA,2018-01-05 11:38:23.077,2018-01-05 11:38:23.077,2018-01-05 11:16:53.963,Move container,53,2018-01-12 00:00:00.0,1118 BAYARD AVE,B,NA,Move container,NA,1050592,889359.397,1027817.509,CLOSED,"REFUSE,",18
WEB,NA,2018-01-05 14:37:48.763,2018-01-05 14:37:48.763,2018-01-05 11:17:17.0,Excavation Application,NA,2018-02-16 00:00:00.0,1216 -1220  ALLEN AV,A,NA,PmtApp_Excavation,NA,1050593,903042.812,1010615.236,CLOSED,"STREET PERMITS,",NA
WEB,NA,2018-01-05 11:23:29.0,2018-01-05 11:24:09.197,2018-01-05 11:19:48.0,Unauthrz use contain,27,2018-01-10 00:00:00.0,4110 DETONTY ST,A,NA,Unauthrz use contain,NA,1050594,891360.663,1013596.32,CLOSED,"REFUSE,",8
PHONE,NA,2018-03-08 10:49:56.1,2018-03-08 10:49:56.1,2018-01-05 11:19:49.127,Lead Insp,60,2018-02-16 00:00:00.0,2339 UNIVERSITY ST,B,NA,Lead Insp,NA,1050595,903561.953,1026998.637,CLOSED,"BLDG LEAD INSP,",5
WEB,NA,2018-01-23 11:23:59.0,2018-01-23 11:24:04.403,2018-01-05 11:20:44.0,FH-MAINTENANCE,14,2018-01-18 00:00:00.0,TEDMAR AVE & MARQUETTE AVE,B,NA,FH-MAINTENANCE,NA,1050596,882143.811,1006586.531,CLOSED,"WATER DIV,",23
WEB,NA,NA,NA,2018-01-05 11:21:33.0,Check Welfare,51,2018-01-25 00:00:00.0,5228 MINERVA AVE,A,NA,Check Welfare,NA,1050597,885992.301,1029820.792,Disptch,"ANIMAL CARE,",26
NA,NA,2018-01-08 10:03:00.0,2018-04-04 10:04:17.637,2018-01-05 11:22:44.197,Stray Dog At Large,69,2018-01-25 00:00:00.0,4524 KINGSTON CT,B,NA,Stray Dog At Large,NA,1050598,897216.194,1036865.464,CLOSED,"ANIMAL CARE,",21
NA,2018-01-05 11:26:39.33,NA,NA,2018-01-05 11:24:49.95,Vacnt Bldg Unsecured,24,2018-01-25 00:00:00.0,2700 GEYER AVE,B,NA,Vacnt Bldg Unsecured,NA,1050599,899115.111,1012166.947,CANCEL,"BUILDING DIV,",6
PHONE,NA,2018-01-08 10:17:00.0,2018-04-04 10:18:57.683,2018-01-05 11:28:37.78,Stray Animal Cntnd,50,2018-01-25 00:00:00.0,5474 NATURAL BRIDGE RD,B,NA,Stray Animal Cntnd,NA,1050600,887634.599,1037119.887,CLOSED,"ANIMAL CARE,",22
PHONE,NA,2018-01-08 13:42:00.0,NA,2018-01-05 11:29:22.62,Debris-Occupied Bldg,69,2018-01-25 00:00:00.0,4313 DRYDEN CT,B,NA,Debris-Occupied Bldg,NA,1050601,897447.21,1037432.962,FieldCrw,"FORESTRY,",21
PHONE,NA,NA,NA,2018-01-05 11:29:35.67,"No Hot Water, Int",18,2018-01-25 00:00:00.0,3736 WISCONSIN AVE,B,NA,"No Hot Water, Int",NA,1050602,899674.143,1002437.034,NEW,"BLDG TRADES,",20
PHONE,NA,2018-01-06 12:07:53.527,2018-01-06 12:07:53.527,2018-01-05 11:30:27.02,Cntnr overflow/bulky,57,2018-01-10 00:00:00.0,4102 MAFFITT AVE,B,NA,Cntnr overflow/bulky,NA,1050603,896584.696,1028993.08,CLOSED,"REFUSE,",4
PHONE,NA,2018-01-05 12:21:54.0,2018-01-12 10:33:44.727,2018-01-05 11:30:59.803,Rollcart stolen/misg,78,2018-01-12 00:00:00.0,5940 MINERVA AVE,B,NA,Rollcart stolen/misg,NA,1050604,881142.238,1032976.306,CLOSED,"REFUSE,",22
WEB,NA,2018-01-10 11:53:04.527,2018-01-10 11:53:04.527,2018-01-05 11:31:01.0,Excavation Application,NA,2018-02-16 00:00:00.0,802 N KINGSHIGHWAY BLVD,A,NA,PmtApp_Excavation,NA,1050605,887933.02,1026645.792,CLOSED,"STREET PERMITS,",NA
PHONE,NA,2018-01-05 12:29:00.0,2018-04-02 12:30:21.91,2018-01-05 11:32:07.977,Misc-Animal Care,68,2018-01-25 00:00:00.0,ATHLONE AVE & ROSALIE ST,B,NA,Misc-Animal Care,NA,1050606,898545.933,1035402.839,CLOSED,"ANIMAL CARE,",21
WEB,NA,2018-01-05 14:41:58.733,2018-01-05 14:41:58.733,2018-01-05 11:32:42.0,Excavation Application,NA,2018-02-16 00:00:00.0,4125 WALSH ST,A,NA,PmtApp_Excavation,NA,1050607,887788.765,999375.88,CLOSED,"STREET PERMITS,",NA
WEB,NA,2018-01-05 13:09:33.0,2018-01-05 13:09:53.05,2018-01-05 11:33:04.0,Vehicle Towing,NA,2018-01-12 00:00:00.0,4543 MORGAN FORD RD,A,NA,Vehicle Towing,NA,1050608,887077.76,1002176.867,CLOSED,"STREET DEPT, 510",NA
WEB,NA,2018-01-08 13:47:34.423,2018-01-08 13:47:34.423,2018-01-05 11:36:37.0,Cntnr blocking,15,2018-01-10 00:00:00.0,4022 FAIRVIEW AVE,A,NA,Cntnr blocking,NA,1050609,890309.552,1005728.062,CLOSED,"REFUSE,",15
PHONE,NA,2018-01-23 10:54:02.0,2018-01-23 10:54:12.687,2018-01-05 11:37:38.667,FH-MAINTENANCE,69,2018-01-18 00:00:00.0,4401 N TAYLOR AVE,B,NA,FH-MAINTENANCE,NA,1050610,896339.069,1036231.362,CLOSED,"WATER DIV,",21
PHONE,NA,2018-01-18 14:04:04.0,2018-01-18 14:04:36.573,2018-01-05 11:38:32.257,Illegl Use-Opn Storg,1,2018-01-25 00:00:00.0,115 BATES ST,B,NA,Illegl Use-Opn Storg,NA,1050611,893871.104,993735.55,CLOSED,"BUILDING DIV,",11
PHONE,NA,2018-01-05 11:41:37.303,2018-01-05 11:41:37.303,2018-01-05 11:38:45.343,Cntnr overflow/bulky,42,2018-01-10 00:00:00.0,1469 GREGG AVE,B,NA,Cntnr overflow/bulky,NA,1050612,879370.526,1016064.488,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-08 00:00:00.0,2018-01-11 15:23:15.753,2018-01-05 11:39:38.8,LRA Board up,69,2018-02-16 00:00:00.0,4511 ANDERSON AVE,B,NA,LRA Board up,NA,1050613,895910.275,1035937.999,CLOSED,"LRA,",21
PHONE,NA,2018-01-11 06:09:52.767,2018-01-11 06:09:52.767,2018-01-05 11:41:01.14,Other Street Repair,1,2018-01-12 00:00:00.0,115 BATES ST,B,NA,Other Street Repair,NA,1050614,893871.104,993735.55,CLOSED,"STREET DIVISION, 514",11
PHONE,NA,2018-01-09 11:58:27.467,2018-01-09 11:58:27.467,2018-01-05 11:41:35.677,Debris-Occupied Bldg,69,2018-01-25 00:00:00.0,4456 BIRCHER BLVD,B,NA,Debris-Occupied Bldg,NA,1050615,896689.26,1037406.106,CLOSED,"FORESTRY,",21
PHONE,NA,2018-01-08 17:32:00.0,2018-01-09 17:33:44.85,2018-01-05 11:44:21.293,"No Water Supply, Int",39,2018-01-09 00:00:00.0,1640 S KINGSHIGHWAY BLVD,B,NA,"No Water Supply, Int",NA,1050616,887165.719,1014445.501,CLOSED,"COMM SANITATION,",17
PHONE,NA,2018-01-08 15:23:05.0,2018-01-08 15:24:11.827,2018-01-05 11:45:04.113,Instructn hshld/blky,10,2018-01-12 00:00:00.0,3342 OXFORD AVE,B,NA,Instructn hshld/blky,63143,1050617,872868.084,1009528.758,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-18 17:45:00.0,2018-03-22 17:46:09.643,2018-01-05 11:48:32.047,"Raw Garbage, Ext",69,2018-01-25 00:00:00.0,4456 BIRCHER BLVD,B,NA,"Raw Garbage, Ext",NA,1050618,896689.26,1037406.106,CLOSED,"VECTOR CNTRL,",21
PHONE,NA,2018-05-23 16:25:10.153,2018-05-23 16:25:10.153,2018-01-05 11:49:55.923,Vehicle-Rt of Way,30,2018-01-25 00:00:00.0,3414 TENNESSEE AVE,B,NA,Vehicle-Rt of Way,NA,1050619,894499.137,1005454.06,CLOSED,"TREAS PRKG SVC,",9
PHONE,NA,2018-01-18 17:46:00.0,2018-03-22 17:47:03.58,2018-01-05 11:50:24.113,"Raw Garbage, Ext",69,2018-01-26 00:00:00.0,4460 BIRCHER BLVD,B,NA,"Raw Garbage, Ext",NA,1050620,896647.533,1037399.685,CLOSED,"VECTOR CNTRL,",21
PHONE,NA,2018-01-08 11:13:17.0,2018-01-17 10:18:29.103,2018-01-05 11:51:12.137,Vehicle Towing,30,2018-01-12 00:00:00.0,3430 TENNESSEE AVE,B,NA,Vehicle Towing,NA,1050621,894471.76,1005283.324,CLOSED,"STREET DEPT, 510",9
PHONE,NA,2018-01-18 17:47:00.0,2018-03-22 17:48:17.877,2018-01-05 11:51:17.843,"Raw Garbage, Ext",69,2018-01-26 00:00:00.0,4468 BIRCHER BLVD,B,NA,"Raw Garbage, Ext",NA,1050622,896563.31,1037386.767,CLOSED,"VECTOR CNTRL,",21
PHONE,NA,2018-01-18 14:43:19.0,2018-01-18 14:43:39.697,2018-01-05 11:51:53.94,Illegl Use-Opn Storg,1,2018-01-25 00:00:00.0,5520 MINNESOTA AVE,B,NA,Illegl Use-Opn Storg,NA,1050623,893563.808,993987.316,CLOSED,"BUILDING DIV,",11
PHONE,NA,2018-01-18 14:43:58.0,2018-01-18 14:44:55.103,2018-01-05 11:53:13.203,Illegl Use-Opn Storg,1,2018-01-25 00:00:00.0,5615 PENNSYLVANIA AVE,B,NA,Illegl Use-Opn Storg,NA,1050624,893562.582,993644.937,CLOSED,"BUILDING DIV,",11
PHONE,NA,2018-01-08 16:05:00.0,2018-04-02 16:06:42.683,2018-01-05 11:53:37.553,Stray Dog At Large,38,2018-01-25 00:00:00.0,4167 WASHINGTON BLVD,B,NA,Stray Dog At Large,NA,1050625,893019.438,1023947.579,CLOSED,"ANIMAL CARE,",18
PHONE,NA,2018-01-09 07:37:52.0,2018-01-10 13:31:48.723,2018-01-05 11:54:17.8,Property Damage-REF,9,2018-01-10 00:00:00.0,6528 MARQUETTE AVE,B,NA,Property Damage-REF,NA,1050626,876965.88,1007156.159,CLOSED,"REFUSE,",23
PHONE,NA,2018-02-08 00:19:59.0,2018-02-08 00:19:59.773,2018-01-05 11:57:20.93,Illegal dumpg report,67,2018-01-19 00:00:00.0,3714 LEE AVE,B,NA,Illegal dumpg report,NA,1050627,901522.734,1031727.607,CLOSED,"TRASH TASK FRC,",3
PHONE,NA,2018-02-08 00:19:59.0,2018-02-08 00:19:59.773,2018-01-05 11:57:20.93,Illegal dumpg report,67,2018-01-19 00:00:00.0,3714 LEE AVE,B,NA,Illegal dumpg report,NA,1050627,901522.734,1031727.607,CLOSED,"TRASH TASK FRC,",3
WEB,NA,2018-01-16 10:33:44.0,2018-01-16 10:33:44.167,2018-01-05 11:57:29.0,City Tree Limb Down,13,2018-01-12 00:00:00.0,2824 HEREFORD ST,B,NA,City Tree Limb Down,NA,1050628,885181.529,1009978.033,CLOSED,"FORESTRY,",8
PHONE,NA,2018-01-06 13:09:58.457,2018-01-06 13:09:58.457,2018-01-05 11:58:06.293,Refuse not collected,15,2018-01-10 00:00:00.0,3954 ARSENAL ST,B,NA,Refuse not collected,NA,1050629,891190.313,1008649.974,CLOSED,"REFUSE,",15
PHONE,NA,2018-01-08 11:25:28.0,2018-03-02 08:43:34.37,2018-01-05 11:58:28.333,Debris-Vacant Lot,67,2018-01-25 00:00:00.0,3714 LEE AVE,B,NA,Debris-Vacant Lot,NA,1050630,901334.002,1031590.76,CLOSED,"FORESTRY,",3
PHONE,NA,2018-01-06 12:20:38.7,2018-01-06 12:20:38.7,2018-01-05 12:04:47.007,Cntnr blocking,6,2018-01-10 00:00:00.0,5735 GOETHE AVE,B,NA,Cntnr blocking,NA,1050631,879502.137,1000414.276,CLOSED,"REFUSE,",16
PHONE,NA,2018-02-23 14:31:27.457,2018-02-23 14:31:27.457,2018-01-05 12:05:10.003,Graffiti-Private,68,2018-01-25 00:00:00.0,4275 CLARENCE AVE,B,NA,Graffiti-Private,NA,1050632,897031.485,1035217.45,CLOSED,"OP BRIGHTSIDE,",21
TWITTER,NA,2018-01-23 11:20:35.0,2018-01-23 11:20:41.7,2018-01-05 12:06:08.143,WTR-COMING-UP,44,2018-01-18 00:00:00.0,6700 W PARK AVE,B,NA,WTR-COMING-UP,NA,1050633,877066.538,1017543.472,CLOSED,"WATER DIV,",24
ADMIN BUILDING,NA,2018-02-26 15:14:56.427,2018-02-26 15:14:56.427,2018-01-05 12:06:34.057,BOILER/FURNACE/RADIATOR,NA,2018-01-12 00:00:00.0,1200 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1050634,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-08 00:00:00.0,2018-01-11 15:22:14.48,2018-01-05 12:09:24.24,LRA Board up,50,2018-02-16 00:00:00.0,1516 GOODFELLOW BLVD,B,NA,LRA Board up,NA,1050635,883356.139,1033759.469,CLOSED,"LRA,",22
PHONE,NA,2018-01-05 17:34:00.0,2018-01-09 17:35:22.76,2018-01-05 12:09:55.113,"No Water Supply, Int",8,2018-01-09 00:00:00.0,4918 JAMIESON AVE,B,NA,"No Water Supply, Int",NA,1050636,875058.442,1002833.879,CLOSED,"COMM SANITATION,",16
PHONE,NA,2018-01-09 08:19:11.0,2018-01-09 08:09:26.673,2018-01-05 12:10:29.42,Vehicle Towing,68,2018-01-12 00:00:00.0,4270 CLARENCE AVE,B,NA,Vehicle Towing,NA,1050637,897345.186,1035236.993,CLOSED,"STREET DEPT, 510",21
PHONE,NA,2018-01-19 14:29:45.073,2018-01-19 14:29:45.073,2018-01-05 12:10:40.543,Refuse not collected,56,2018-01-10 00:00:00.0,3619 PARIS AVE,B,NA,Refuse not collected,NA,1050638,894997.467,1032817.281,CLOSED,"REFUSE,",21
PHONE,NA,2018-01-23 11:20:17.0,2018-01-23 11:20:19.59,2018-01-05 12:12:11.423,WTR-COMING-UP,36,2018-01-18 00:00:00.0,N 15TH ST & OLIVE ST,B,NA,WTR-COMING-UP,NA,1050639,905426.268,1018576.983,CLOSED,"WATER DIV,",5
PHONE,NA,2018-01-10 06:03:09.74,2018-01-10 06:03:09.74,2018-01-05 12:12:49.677,Snow/Ice - Major St,36,2018-01-08 00:00:00.0,N 15TH ST & OLIVE ST,B,NA,Snow/Ice - Major St,NA,1050640,905426.268,1018576.983,CLOSED,"STREET DIVISION, 514",5
WEB,NA,2018-01-26 10:11:36.0,2018-01-26 10:12:01.61,2018-01-05 12:13:55.0,Illegl Use-Opn Storg,3,2018-01-25 00:00:00.0,3845 BOWEN ST,A,NA,Illegl Use-Opn Storg,NA,1050641,888068.938,995434.878,CLOSED,"BUILDING DIV,",13
ADMIN BUILDING,NA,2018-02-26 15:13:01.677,2018-02-26 15:13:01.677,2018-01-05 12:15:59.9,BOILER/FURNACE/RADIATOR,NA,2018-01-12 00:00:00.0,1200 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1050642,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-18 17:37:00.0,2018-03-22 17:37:29.28,2018-01-05 12:19:03.387,"Comml Dumpster, Ext",68,2018-01-26 00:00:00.0,4127 W FLORISSANT AVE,B,NA,"Comml Dumpster, Ext",NA,1050643,900157.143,1034692.817,CLOSED,"VECTOR CNTRL,",21
PHONE,NA,2018-01-07 06:38:06.277,2018-01-07 06:38:06.277,2018-01-05 12:20:37.743,Refuse not collected,54,2018-01-10 00:00:00.0,4503 MCMILLAN AVE,B,NA,Refuse not collected,NA,1050644,890941.777,1026836.444,CLOSED,"REFUSE,",18
PHONE,NA,2018-01-05 15:39:09.037,2018-01-05 15:39:09.037,2018-01-05 12:21:04.057,Snow/Ice - Residnl,8,2018-01-11 00:00:00.0,5879 WALSH ST,B,NA,Snow/Ice - Residnl,NA,1050645,878539.86,1001515.56,CLOSED,"STREET DIVISION, 514",16
ADMIN BUILDING,NA,2018-02-26 15:11:12.41,2018-02-26 15:11:12.41,2018-01-05 12:21:28.857,BOILER/FURNACE/RADIATOR,NA,2018-01-12 00:00:00.0,1200 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1050646,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-23 14:36:19.0,2018-01-23 14:37:05.037,2018-01-05 12:21:51.673,FH-MAINTENANCE,67,2018-01-18 00:00:00.0,4301 COLLEGE AVE,B,NA,FH-MAINTENANCE,NA,1050647,900488.269,1033420.525,CLOSED,"WATER DIV,",3
PHONE,NA,2018-03-05 10:19:47.033,2018-03-05 10:19:47.033,2018-01-05 12:25:03.587,BOILER/FURNACE/RADIATOR,NA,2018-01-12 00:00:00.0,4014 UNION,B,ST. LOUIS,BOILER/FURNACE/RADIA,63115,1050648,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-07 06:18:27.607,2018-01-07 06:18:27.607,2018-01-05 12:25:18.063,Recycling not collec,48,2018-01-10 00:00:00.0,5800 CLEMENS AVE,B,NA,Recycling not collec,NA,1050649,881112.324,1027858.78,CLOSED,"REFUSE,",26
WEB,NA,2018-01-05 13:02:19.0,2018-01-05 13:02:21.93,2018-01-05 12:28:38.0,Vehicle-Rt of Way,68,2018-01-25 00:00:00.0,2003 Fair,B,NA,Vehicle-Rt of Way,NA,1050650,900943.75,1035709.653,CLOSED,"TREAS PRKG SVC,",21
PHONE,NA,2018-03-20 12:42:37.747,2018-03-20 12:42:37.747,2018-01-05 12:29:29.747,BOILER/FURNACE/RADIATOR,NA,2018-01-12 00:00:00.0,3827 ENRIGHT,B,ST. LOUIS,BOILER/FURNACE/RADIA,63108,1050651,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-05 14:37:55.0,2018-02-06 09:41:20.933,2018-01-05 12:34:41.823,Containr damaged,48,2018-01-16 00:00:00.0,6055 CATES AVE,B,NA,Containr damaged,NA,1050652,878881.899,1028800.064,CLOSED,"REFUSE,",26
WEB,NA,2018-01-07 06:34:54.0,2018-01-07 06:35:16.857,2018-01-05 12:36:02.0,Refuse not collected,15,2018-01-10 00:00:00.0,3867 HARTFORD ST,A,NA,Refuse not collected,NA,1050653,892046.19,1008396.147,CLOSED,"REFUSE,",15
PHONE,NA,2018-01-09 11:48:12.247,2018-01-09 11:48:12.247,2018-01-05 12:39:17.353,Debris-Vacant Bldg,53,2018-01-25 00:00:00.0,1150 AUBERT AVE,B,NA,Debris-Vacant Bldg,NA,1050654,888548.765,1028250.455,CLOSED,"FORESTRY,",18
PHONE,NA,2018-01-08 16:03:00.0,2018-04-02 16:05:03.23,2018-01-05 12:40:00.483,Stray Dog At Large,58,2018-01-25 00:00:00.0,4100 ENRIGHT AVE,B,NA,Stray Dog At Large,NA,1050655,893925.306,1024287.922,CLOSED,"ANIMAL CARE,",18
PHONE,NA,2018-01-08 08:23:46.2,2018-01-08 08:23:46.2,2018-01-05 12:40:15.36,Debris-Vacant Bldg,53,2018-01-25 00:00:00.0,1220 N EUCLID AVE,B,NA,Debris-Vacant Bldg,NA,1050656,888945.321,1028660.17,CLOSED,"FORESTRY,",18
WEB,NA,2018-01-05 14:38:28.0,2018-01-31 10:40:13.42,2018-01-05 12:42:12.0,Containr damaged,NA,2018-01-16 00:00:00.0,5764 VIVIAN AV,A,NA,Containr damaged,NA,1050657,891988.846,1047052.534,CLOSED,"REFUSE,",NA
NA,NA,2018-03-12 13:29:25.913,2018-03-12 13:29:25.913,2018-01-05 12:42:45.563,Graffiti-Private,2,2018-01-25 00:00:00.0,8650 S BROADWAY,B,NA,Graffiti-Private,NA,1050658,886950.297,985130.701,CLOSED,"OP BRIGHTSIDE,",11
PHONE,NA,2018-01-08 00:00:00.0,2018-01-11 15:20:53.93,2018-01-05 12:44:50.407,LRA Board up,1,2018-02-16 00:00:00.0,6109 MICHIGAN AVE,B,NA,LRA Board up,NA,1050659,892128.943,992990.242,CLOSED,"LRA,",11
PHONE,NA,2018-01-25 09:06:14.0,2018-01-25 09:06:42.0,2018-01-05 12:46:04.09,Vacnt Bldg Unsecured,1,2018-01-25 00:00:00.0,6113 PENNSYLVANIA AVE,B,NA,Vacnt Bldg Unsecured,NA,1050660,892532.684,992396.544,CLOSED,"BUILDING DIV,",11
WEB,NA,2018-01-05 12:53:05.0,2018-01-05 12:53:08.713,2018-01-05 12:47:38.0,Ppty Maint Code-Ext,NA,2018-01-25 00:00:00.0,6046 MARDEL AV,A,NA,Ppty Maint Code-Ext,NA,1050661,878721.431,1005560.975,CLOSED,"BUILDING DIV,",NA
PHONE,NA,2018-01-09 13:44:53.0,2018-01-09 13:45:17.927,2018-01-05 12:47:42.25,Vacnt Bldg Unsecured,2,2018-01-25 00:00:00.0,8650 S BROADWAY,B,NA,Vacnt Bldg Unsecured,NA,1050662,886950.297,985130.701,CLOSED,"BUILDING DIV,",11
PHONE,NA,2018-01-09 07:47:00.0,2018-03-07 07:49:13.99,2018-01-05 12:47:42.693,"Raw Garbage, Ext",15,2018-01-26 00:00:00.0,3548 GILES AVE,B,NA,"Raw Garbage, Ext",NA,1050663,892788.72,1004728.359,CLOSED,"VECTOR CNTRL,",15
PHONE,NA,2018-01-10 00:00:00.0,2018-01-10 00:00:00.0,2018-01-05 12:53:02.353,Food Estab. Problem,15,2018-01-16 00:00:00.0,3659 S GRAND BLVD,B,NA,Food Estab. Problem,NA,1050664,893228.994,1004032.443,Closed,"FOOD CNTRL,",15
WEB,NA,2018-01-23 15:50:39.0,2018-01-23 15:50:43.967,2018-01-05 12:58:45.0,WTR-COMING-UP,24,2018-01-18 00:00:00.0,2661 IOWA AVE,A,NA,WTR-COMING-UP,NA,1050665,898228.807,1009009.175,CLOSED,"WATER DIV,",6
PHONE,NA,2018-01-18 10:06:09.0,2018-01-18 10:25:35.097,2018-01-05 13:00:11.633,Ppty Maint Code-Int,5,2018-01-25 00:00:00.0,4705 NEWPORT AVE,B,NA,Ppty Maint Code-Int,NA,1050666,888056.272,1000428.11,CLOSED,"BUILDING DIV,",14
WEB,NA,2018-01-09 05:55:36.257,2018-01-09 05:55:36.257,2018-01-05 13:00:27.06,Snow/Ice - Residnl,24,2018-01-11 00:00:00.0,2661 IOWA AVE,B,NA,Snow/Ice - Residnl,NA,1050667,898228.807,1009009.175,CLOSED,"STREET DIVISION, 514",6
PHONE,NA,2018-01-11 00:00:00.0,2018-01-11 00:00:00.0,2018-01-05 13:00:57.313,"Bad Drain/Sewer, Ext",48,2018-01-25 00:00:00.0,1101 HODIAMONT AVE,B,NA,"Bad Drain/Sewer, Ext",NA,1050668,879029.872,1030603.779,Closed,"COMM SANITATION,",26
WEB,NA,2018-01-10 02:10:00.0,2018-01-24 21:24:36.313,2018-01-05 13:02:32.0,Whole block lights out,38,2018-01-09 00:00:00.0,4400 CLAYTON AVE,A,NA,Whole Blk Lights Out,NA,1050669,889347.169,1019205.52,CLOSED,"TRAFFIC DIVISION, 511",17
WEB,NA,2018-07-27 15:42:28.047,2018-07-27 15:42:28.047,2018-01-05 13:02:39.0,Vehicle-Rt of Way,16,2018-01-25 00:00:00.0,3801 NEOSHO ST,A,NA,Vehicle-Rt of Way,NA,1050670,891004.832,999489.556,CLOSED,"TREAS PRKG SVC,",25
PHONE,NA,2018-01-05 13:08:52.803,2018-01-05 13:08:52.803,2018-01-05 13:07:28.25,Walk-In Blocking Permit,26,2018-02-16 00:00:00.0,3554 FLORA CT,B,NA,PmtApp_Walk-in,NA,1050671,894514.61,1011870.7,CLOSED,"STREET PERMITS,",6
PHONE,NA,2018-01-08 10:04:40.597,2018-01-08 10:04:40.597,2018-01-05 13:08:32.553,Debris-Occupied Bldg,51,2018-01-25 00:00:00.0,5163 KENSINGTON AVE,B,NA,Debris-Occupied Bldg,NA,1050672,886144.492,1027334.701,CLOSED,"FORESTRY,",18
PHONE,NA,2018-01-18 17:42:00.0,2018-03-22 17:42:59.017,2018-01-05 13:09:32.737,"Raw Garbage, Ext",70,2018-01-26 00:00:00.0,4700 GOODFELLOW BLVD,B,NA,"Raw Garbage, Ext",NA,1050673,887607.772,1042796.505,CLOSED,"VECTOR CNTRL,",22
PHONE,NA,2018-01-19 14:31:03.363,2018-01-19 14:31:03.363,2018-01-05 13:13:50.97,Cntnr overflow/bulky,59,2018-01-10 00:00:00.0,2918 DODIER ST,B,NA,Cntnr overflow/bulky,NA,1050674,900966.695,1027543.348,CLOSED,"REFUSE,",3
PHONE,NA,2018-02-22 11:24:10.327,2018-02-22 11:24:10.327,2018-01-05 13:17:14.723,Graffiti-Public,16,2018-01-25 00:00:00.0,OSAGE ST & PENNSYLVANIA AVE,B,NA,Graffiti-Public,NA,1050675,895769.515,1001428.04,CLOSED,"OP BRIGHTSIDE,",20
PHONE,NA,2018-01-07 06:18:58.193,2018-01-07 06:18:58.193,2018-01-05 13:17:50.763,Recycling not collec,46,2018-01-10 00:00:00.0,5781 KINGSBURY PL,B,NA,Recycling not collec,NA,1050676,880569.78,1026376.263,CLOSED,"REFUSE,",26
PHONE,NA,2018-01-23 14:37:22.0,2018-01-23 14:37:47.537,2018-01-05 13:19:18.657,FH-MAINTENANCE,39,2018-01-18 00:00:00.0,4341 CHOUTEAU AVE @ TOWER GROVE,B,NA,FH-MAINTENANCE,NA,1050677,890026.114,1018235.777,CLOSED,"WATER DIV,",17
